Code,Area,Year,Measure,Value
E12000006,East of England,Year ending Mar 2007,Sales,"151,979"
E12000007,London,Year ending Mar 2007,Sales,"177,408"
E12000008,South East,Year ending Mar 2007,Sales,"229,483"
E12000009,South West,Year ending Mar 2007,Sales,"143,162"
E92000001,England,Year ending Mar 2007,Sales,"1,289,866"
W92000033,Wales,Year ending Mar 2007,Sales,"61,154"
K04000030,England And Wales,Year ending Mar 2007,Sales,"1,351,020"
E09000001,City of London,Year ending Jun 2007,Sales,295
E09000002,Barking and Dagenham,Year ending Jun 2007,Sales,"3,996"
E09000003,Barnet,Year ending Jun 2007,Sales,"7,214"
E09000004,Bexley,Year ending Jun 2007,Sales,"5,251"
E09000005,Brent,Year ending Jun 2007,Sales,"4,374"
E09000006,Bromley,Year ending Jun 2007,Sales,"8,717"
E09000007,Camden,Year ending Jun 2007,Sales,"4,091"
E09000008,Croydon,Year ending Jun 2007,Sales,"8,531"
E09000009,Ealing,Year ending Jun 2007,Sales,"7,042"
E09000010,Enfield,Year ending Jun 2007,Sales,"6,574"
E09000011,Greenwich,Year ending Jun 2007,Sales,"5,493"
E09000012,Hackney,Year ending Jun 2007,Sales,"3,654"
E09000013,Hammersmith and Fulham,Year ending Jun 2007,Sales,"4,262"
E09000014,Haringey,Year ending Jun 2007,Sales,"4,717"
E09000015,Harrow,Year ending Jun 2007,Sales,"4,345"
E09000016,Havering,Year ending Jun 2007,Sales,"5,597"
E09000017,Hillingdon,Year ending Jun 2007,Sales,"5,671"
E09000018,Hounslow,Year ending Jun 2007,Sales,"5,145"
E09000019,Islington,Year ending Jun 2007,Sales,"4,126"
E09000020,Kensington and Chelsea,Year ending Jun 2007,Sales,"4,310"
E09000021,Kingston upon Thames,Year ending Jun 2007,Sales,"4,319"
E09000022,Lambeth,Year ending Jun 2007,Sales,"7,031"
E09000023,Lewisham,Year ending Jun 2007,Sales,"6,330"
E09000024,Merton,Year ending Jun 2007,Sales,"4,888"
E09000025,Newham,Year ending Jun 2007,Sales,"4,498"
E09000026,Redbridge,Year ending Jun 2007,Sales,"5,787"
E09000027,Richmond upon Thames,Year ending Jun 2007,Sales,"5,274"
E09000028,Southwark,Year ending Jun 2007,Sales,"5,514"
E09000029,Sutton,Year ending Jun 2007,Sales,"4,935"
E09000030,Tower Hamlets,Year ending Jun 2007,Sales,"5,461"
E09000031,Waltham Forest,Year ending Jun 2007,Sales,"5,252"
E09000032,Wandsworth,Year ending Jun 2007,Sales,"9,707"
E09000033,Westminster,Year ending Jun 2007,Sales,"6,071"
E12000001,North East,Year ending Jun 2007,Sales,"63,427"
E12000002,North West,Year ending Jun 2007,Sales,"168,240"
E12000003,Yorkshire And The Humber,Year ending Jun 2007,Sales,"128,423"
E12000004,East Midlands,Year ending Jun 2007,Sales,"111,127"
E12000005,West Midlands,Year ending Jun 2007,Sales,"119,060"
E12000006,East of England,Year ending Jun 2007,Sales,"152,876"
E12000007,London,Year ending Jun 2007,Sales,"178,472"
E12000008,South East,Year ending Jun 2007,Sales,"229,928"
E12000009,South West,Year ending Jun 2007,Sales,"142,843"
E92000001,England,Year ending Jun 2007,Sales,"1,294,396"
W92000034,Wales,Year ending Jun 2007,Sales,"62,021"
K04000031,England And Wales,Year ending Jun 2007,Sales,"1,356,417"
E09000001,City of London,Year ending Sep 2007,Sales,297
E09000002,Barking and Dagenham,Year ending Sep 2007,Sales,"4,056"
E09000003,Barnet,Year ending Sep 2007,Sales,"7,234"
E09000004,Bexley,Year ending Sep 2007,Sales,"5,316"
E09000005,Brent,Year ending Sep 2007,Sales,"4,419"
E09000006,Bromley,Year ending Sep 2007,Sales,"8,518"
E09000007,Camden,Year ending Sep 2007,Sales,"3,893"
E09000008,Croydon,Year ending Sep 2007,Sales,"8,581"
E09000009,Ealing,Year ending Sep 2007,Sales,"6,786"
E09000010,Enfield,Year ending Sep 2007,Sales,"6,624"
E09000011,Greenwich,Year ending Sep 2007,Sales,"5,471"
E09000012,Hackney,Year ending Sep 2007,Sales,"3,647"
E09000013,Hammersmith and Fulham,Year ending Sep 2007,Sales,"4,192"
E09000014,Haringey,Year ending Sep 2007,Sales,"4,673"
E09000015,Harrow,Year ending Sep 2007,Sales,"4,277"
E09000016,Havering,Year ending Sep 2007,Sales,"5,659"
E09000017,Hillingdon,Year ending Sep 2007,Sales,"5,647"
E09000018,Hounslow,Year ending Sep 2007,Sales,"5,049"
E09000019,Islington,Year ending Sep 2007,Sales,"4,008"
E09000020,Kensington and Chelsea,Year ending Sep 2007,Sales,"4,165"
E09000021,Kingston upon Thames,Year ending Sep 2007,Sales,"4,197"
E09000022,Lambeth,Year ending Sep 2007,Sales,"6,786"
E09000023,Lewisham,Year ending Sep 2007,Sales,"6,317"
E09000024,Merton,Year ending Sep 2007,Sales,"4,763"
E09000025,Newham,Year ending Sep 2007,Sales,"4,529"
E09000026,Redbridge,Year ending Sep 2007,Sales,"5,696"
E09000027,Richmond upon Thames,Year ending Sep 2007,Sales,"5,128"
E09000028,Southwark,Year ending Sep 2007,Sales,"5,521"
E09000029,Sutton,Year ending Sep 2007,Sales,"4,981"
E09000030,Tower Hamlets,Year ending Sep 2007,Sales,"5,527"
E09000031,Waltham Forest,Year ending Sep 2007,Sales,"5,257"
E09000032,Wandsworth,Year ending Sep 2007,Sales,"9,352"
E09000033,Westminster,Year ending Sep 2007,Sales,"5,826"
E12000001,North East,Year ending Sep 2007,Sales,"63,963"
E12000002,North West,Year ending Sep 2007,Sales,"168,371"
E12000003,Yorkshire And The Humber,Year ending Sep 2007,Sales,"126,837"
E12000004,East Midlands,Year ending Sep 2007,Sales,"109,950"
E12000005,West Midlands,Year ending Sep 2007,Sales,"117,496"
E12000006,East of England,Year ending Sep 2007,Sales,"150,809"
E12000007,London,Year ending Sep 2007,Sales,"176,392"
E12000008,South East,Year ending Sep 2007,Sales,"226,514"
E12000009,South West,Year ending Sep 2007,Sales,"139,539"
E92000001,England,Year ending Sep 2007,Sales,"1,279,871"
W92000035,Wales,Year ending Sep 2007,Sales,"61,457"
K04000032,England And Wales,Year ending Sep 2007,Sales,"1,341,328"
E09000001,City of London,Year ending Dec 2007,Sales,270
E09000002,Barking and Dagenham,Year ending Dec 2007,Sales,"4,016"
E09000003,Barnet,Year ending Dec 2007,Sales,"6,950"
E09000004,Bexley,Year ending Dec 2007,Sales,"5,051"
E09000005,Brent,Year ending Dec 2007,Sales,"4,351"
E09000006,Bromley,Year ending Dec 2007,Sales,"8,069"
E09000007,Camden,Year ending Dec 2007,Sales,"3,690"
E09000008,Croydon,Year ending Dec 2007,Sales,"8,271"
E09000009,Ealing,Year ending Dec 2007,Sales,"6,237"
E09000010,Enfield,Year ending Dec 2007,Sales,"6,484"
E09000011,Greenwich,Year ending Dec 2007,Sales,"5,225"
E09000012,Hackney,Year ending Dec 2007,Sales,"3,632"
E09000013,Hammersmith and Fulham,Year ending Dec 2007,Sales,"3,858"
E09000014,Haringey,Year ending Dec 2007,Sales,"4,347"
E09000015,Harrow,Year ending Dec 2007,Sales,"4,024"
E09000016,Havering,Year ending Dec 2007,Sales,"5,434"
E09000017,Hillingdon,Year ending Dec 2007,Sales,"5,465"
E09000018,Hounslow,Year ending Dec 2007,Sales,"4,831"
E09000019,Islington,Year ending Dec 2007,Sales,"3,781"
E09000020,Kensington and Chelsea,Year ending Dec 2007,Sales,"3,753"
E09000021,Kingston upon Thames,Year ending Dec 2007,Sales,"3,932"
E09000022,Lambeth,Year ending Dec 2007,Sales,"6,375"
E09000023,Lewisham,Year ending Dec 2007,Sales,"6,110"
E09000024,Merton,Year ending Dec 2007,Sales,"4,522"
E09000025,Newham,Year ending Dec 2007,Sales,"4,408"
E09000026,Redbridge,Year ending Dec 2007,Sales,"5,477"
E09000027,Richmond upon Thames,Year ending Dec 2007,Sales,"4,692"
E09000028,Southwark,Year ending Dec 2007,Sales,"5,262"
E09000029,Sutton,Year ending Dec 2007,Sales,"4,748"
E09000030,Tower Hamlets,Year ending Dec 2007,Sales,"5,463"
E09000031,Waltham Forest,Year ending Dec 2007,Sales,"4,893"
E09000032,Wandsworth,Year ending Dec 2007,Sales,"8,506"
E09000033,Westminster,Year ending Dec 2007,Sales,"5,440"
E12000001,North East,Year ending Dec 2007,Sales,"61,711"
E12000002,North West,Year ending Dec 2007,Sales,"160,537"
E12000003,Yorkshire And The Humber,Year ending Dec 2007,Sales,"120,014"
E12000004,East Midlands,Year ending Dec 2007,Sales,"104,230"
E12000005,West Midlands,Year ending Dec 2007,Sales,"110,880"
E12000006,East of England,Year ending Dec 2007,Sales,"142,967"
E12000007,London,Year ending Dec 2007,Sales,"167,567"
E12000008,South East,Year ending Dec 2007,Sales,"215,185"
E12000009,South West,Year ending Dec 2007,Sales,"130,592"
E92000001,England,Year ending Dec 2007,Sales,"1,213,683"
W92000036,Wales,Year ending Dec 2007,Sales,"58,111"
K04000033,England And Wales,Year ending Dec 2007,Sales,"1,271,794"
E09000001,City of London,Year ending Mar 2008,Sales,252
E09000002,Barking and Dagenham,Year ending Mar 2008,Sales,"3,769"
E09000003,Barnet,Year ending Mar 2008,Sales,"6,384"
E09000004,Bexley,Year ending Mar 2008,Sales,"4,619"
E09000005,Brent,Year ending Mar 2008,Sales,"4,019"
E09000006,Bromley,Year ending Mar 2008,Sales,"7,213"
E09000007,Camden,Year ending Mar 2008,Sales,"3,332"
E09000008,Croydon,Year ending Mar 2008,Sales,"7,614"
E09000009,Ealing,Year ending Mar 2008,Sales,"5,577"
E09000010,Enfield,Year ending Mar 2008,Sales,"6,111"
E09000011,Greenwich,Year ending Mar 2008,Sales,"4,730"
E09000012,Hackney,Year ending Mar 2008,Sales,"3,397"
E09000013,Hammersmith and Fulham,Year ending Mar 2008,Sales,"3,431"
E09000014,Haringey,Year ending Mar 2008,Sales,"3,889"
E09000015,Harrow,Year ending Mar 2008,Sales,"3,667"
E09000016,Havering,Year ending Mar 2008,Sales,"5,003"
E09000017,Hillingdon,Year ending Mar 2008,Sales,"5,204"
E09000018,Hounslow,Year ending Mar 2008,Sales,"4,300"
E09000019,Islington,Year ending Mar 2008,Sales,"3,496"
E09000020,Kensington and Chelsea,Year ending Mar 2008,Sales,"3,139"
E09000021,Kingston upon Thames,Year ending Mar 2008,Sales,"3,508"
E09000022,Lambeth,Year ending Mar 2008,Sales,"5,851"
E09000023,Lewisham,Year ending Mar 2008,Sales,"5,544"
E09000024,Merton,Year ending Mar 2008,Sales,"4,136"
E09000025,Newham,Year ending Mar 2008,Sales,"4,392"
E09000026,Redbridge,Year ending Mar 2008,Sales,"5,187"
E09000027,Richmond upon Thames,Year ending Mar 2008,Sales,"4,253"
E09000028,Southwark,Year ending Mar 2008,Sales,"4,872"
E09000029,Sutton,Year ending Mar 2008,Sales,"4,362"
E09000030,Tower Hamlets,Year ending Mar 2008,Sales,"5,024"
E09000031,Waltham Forest,Year ending Mar 2008,Sales,"4,448"
E09000032,Wandsworth,Year ending Mar 2008,Sales,"7,538"
E09000033,Westminster,Year ending Mar 2008,Sales,"4,844"
E12000001,North East,Year ending Mar 2008,Sales,"57,141"
E12000002,North West,Year ending Mar 2008,Sales,"147,764"
E12000003,Yorkshire And The Humber,Year ending Mar 2008,Sales,"109,899"
E12000004,East Midlands,Year ending Mar 2008,Sales,"95,815"
E12000005,West Midlands,Year ending Mar 2008,Sales,"101,555"
E12000006,East of England,Year ending Mar 2008,Sales,"130,728"
E12000007,London,Year ending Mar 2008,Sales,"153,105"
E12000008,South East,Year ending Mar 2008,Sales,"196,946"
E12000009,South West,Year ending Mar 2008,Sales,"119,183"
E92000001,England,Year ending Mar 2008,Sales,"1,112,136"
W92000037,Wales,Year ending Mar 2008,Sales,"53,605"
K04000034,England And Wales,Year ending Mar 2008,Sales,"1,165,741"
E09000001,City of London,Year ending Jun 2008,Sales,232
E09000002,Barking and Dagenham,Year ending Jun 2008,Sales,"3,224"
E09000003,Barnet,Year ending Jun 2008,Sales,"5,613"
E09000004,Bexley,Year ending Jun 2008,Sales,"4,065"
E09000005,Brent,Year ending Jun 2008,Sales,"3,512"
E09000006,Bromley,Year ending Jun 2008,Sales,"6,188"
E09000007,Camden,Year ending Jun 2008,Sales,"3,032"
E09000008,Croydon,Year ending Jun 2008,Sales,"6,698"
E09000009,Ealing,Year ending Jun 2008,Sales,"4,669"
E09000010,Enfield,Year ending Jun 2008,Sales,"5,249"
E09000011,Greenwich,Year ending Jun 2008,Sales,"4,168"
E09000012,Hackney,Year ending Jun 2008,Sales,"2,910"
E09000013,Hammersmith and Fulham,Year ending Jun 2008,Sales,"2,806"
E09000014,Haringey,Year ending Jun 2008,Sales,"3,401"
E09000015,Harrow,Year ending Jun 2008,Sales,"3,347"
E09000016,Havering,Year ending Jun 2008,Sales,"4,331"
E09000017,Hillingdon,Year ending Jun 2008,Sales,"4,707"
E09000018,Hounslow,Year ending Jun 2008,Sales,"3,721"
E09000019,Islington,Year ending Jun 2008,Sales,"3,191"
E09000020,Kensington and Chelsea,Year ending Jun 2008,Sales,"2,651"
E09000021,Kingston upon Thames,Year ending Jun 2008,Sales,"2,977"
E09000022,Lambeth,Year ending Jun 2008,Sales,"5,031"
E09000023,Lewisham,Year ending Jun 2008,Sales,"4,776"
E09000024,Merton,Year ending Jun 2008,Sales,"3,601"
E09000025,Newham,Year ending Jun 2008,Sales,"4,310"
E09000026,Redbridge,Year ending Jun 2008,Sales,"4,667"
E09000027,Richmond upon Thames,Year ending Jun 2008,Sales,"3,787"
E09000028,Southwark,Year ending Jun 2008,Sales,"4,373"
E09000029,Sutton,Year ending Jun 2008,Sales,"3,882"
E09000030,Tower Hamlets,Year ending Jun 2008,Sales,"4,388"
E09000031,Waltham Forest,Year ending Jun 2008,Sales,"3,931"
E09000032,Wandsworth,Year ending Jun 2008,Sales,"6,435"
E09000033,Westminster,Year ending Jun 2008,Sales,"4,283"
E12000001,North East,Year ending Jun 2008,Sales,"49,463"
E12000002,North West,Year ending Jun 2008,Sales,"128,944"
E12000003,Yorkshire And The Humber,Year ending Jun 2008,Sales,"96,382"
E12000004,East Midlands,Year ending Jun 2008,Sales,"83,932"
E12000005,West Midlands,Year ending Jun 2008,Sales,"89,801"
E12000006,East of England,Year ending Jun 2008,Sales,"113,672"
E12000007,London,Year ending Jun 2008,Sales,"134,156"
E12000008,South East,Year ending Jun 2008,Sales,"172,929"
E12000009,South West,Year ending Jun 2008,Sales,"104,465"
E92000001,England,Year ending Jun 2008,Sales,"973,744"
W92000038,Wales,Year ending Jun 2008,Sales,"47,589"
K04000035,England And Wales,Year ending Jun 2008,Sales,"1,021,333"
E09000001,City of London,Year ending Sep 2008,Sales,176
E09000002,Barking and Dagenham,Year ending Sep 2008,Sales,"2,456"
E09000003,Barnet,Year ending Sep 2008,Sales,"4,425"
E09000004,Bexley,Year ending Sep 2008,Sales,"3,207"
E09000005,Brent,Year ending Sep 2008,Sales,"2,728"
E09000006,Bromley,Year ending Sep 2008,Sales,"4,860"
E09000007,Camden,Year ending Sep 2008,Sales,"2,544"
E09000008,Croydon,Year ending Sep 2008,Sales,"5,182"
E09000009,Ealing,Year ending Sep 2008,Sales,"3,635"
E09000010,Enfield,Year ending Sep 2008,Sales,"4,140"
E09000011,Greenwich,Year ending Sep 2008,Sales,"3,231"
E09000012,Hackney,Year ending Sep 2008,Sales,"2,245"
E09000013,Hammersmith and Fulham,Year ending Sep 2008,Sales,"2,107"
E09000014,Haringey,Year ending Sep 2008,Sales,"2,591"
E09000015,Harrow,Year ending Sep 2008,Sales,"2,693"
E09000016,Havering,Year ending Sep 2008,Sales,"3,409"
E09000017,Hillingdon,Year ending Sep 2008,Sales,"3,805"
E09000018,Hounslow,Year ending Sep 2008,Sales,"2,999"
E09000019,Islington,Year ending Sep 2008,Sales,"2,646"
E09000020,Kensington and Chelsea,Year ending Sep 2008,Sales,"2,105"
E09000021,Kingston upon Thames,Year ending Sep 2008,Sales,"2,263"
E09000022,Lambeth,Year ending Sep 2008,Sales,"3,929"
E09000023,Lewisham,Year ending Sep 2008,Sales,"3,561"
E09000024,Merton,Year ending Sep 2008,Sales,"2,847"
E09000025,Newham,Year ending Sep 2008,Sales,"3,465"
E09000026,Redbridge,Year ending Sep 2008,Sales,"3,870"
E09000027,Richmond upon Thames,Year ending Sep 2008,Sales,"2,942"
E09000028,Southwark,Year ending Sep 2008,Sales,"3,333"
E09000029,Sutton,Year ending Sep 2008,Sales,"3,028"
E09000030,Tower Hamlets,Year ending Sep 2008,Sales,"3,486"
E09000031,Waltham Forest,Year ending Sep 2008,Sales,"3,126"
E09000032,Wandsworth,Year ending Sep 2008,Sales,"4,925"
E09000033,Westminster,Year ending Sep 2008,Sales,"3,455"
E12000001,North East,Year ending Sep 2008,Sales,"39,512"
E12000002,North West,Year ending Sep 2008,Sales,"103,044"
E12000003,Yorkshire And The Humber,Year ending Sep 2008,Sales,"78,423"
E12000004,East Midlands,Year ending Sep 2008,Sales,"67,755"
E12000005,West Midlands,Year ending Sep 2008,Sales,"73,154"
E12000006,East of England,Year ending Sep 2008,Sales,"90,779"
E12000007,London,Year ending Sep 2008,Sales,"105,414"
E12000008,South East,Year ending Sep 2008,Sales,"137,911"
E12000009,South West,Year ending Sep 2008,Sales,"83,831"
E92000001,England,Year ending Sep 2008,Sales,"779,823"
W92000039,Wales,Year ending Sep 2008,Sales,"38,796"
K04000036,England And Wales,Year ending Sep 2008,Sales,"818,619"
E09000001,City of London,Year ending Dec 2008,Sales,143
E09000002,Barking and Dagenham,Year ending Dec 2008,Sales,"1,710"
E09000003,Barnet,Year ending Dec 2008,Sales,"3,493"
E09000004,Bexley,Year ending Dec 2008,Sales,"2,501"
E09000005,Brent,Year ending Dec 2008,Sales,"2,096"
E09000006,Bromley,Year ending Dec 2008,Sales,"3,788"
E09000007,Camden,Year ending Dec 2008,Sales,"2,093"
E09000008,Croydon,Year ending Dec 2008,Sales,"3,900"
E09000009,Ealing,Year ending Dec 2008,Sales,"2,783"
E09000010,Enfield,Year ending Dec 2008,Sales,"3,120"
E09000011,Greenwich,Year ending Dec 2008,Sales,"2,429"
E09000012,Hackney,Year ending Dec 2008,Sales,"1,740"
E09000013,Hammersmith and Fulham,Year ending Dec 2008,Sales,"1,664"
E09000014,Haringey,Year ending Dec 2008,Sales,"2,032"
E09000015,Harrow,Year ending Dec 2008,Sales,"2,188"
E09000016,Havering,Year ending Dec 2008,Sales,"2,637"
E09000017,Hillingdon,Year ending Dec 2008,Sales,"3,076"
E09000018,Hounslow,Year ending Dec 2008,Sales,"2,329"
E09000019,Islington,Year ending Dec 2008,Sales,"2,322"
E09000020,Kensington and Chelsea,Year ending Dec 2008,Sales,"1,726"
E09000021,Kingston upon Thames,Year ending Dec 2008,Sales,"1,710"
E09000022,Lambeth,Year ending Dec 2008,Sales,"2,989"
E09000023,Lewisham,Year ending Dec 2008,Sales,"2,619"
E09000024,Merton,Year ending Dec 2008,Sales,"2,264"
E09000025,Newham,Year ending Dec 2008,Sales,"2,708"
E09000026,Redbridge,Year ending Dec 2008,Sales,"3,026"
E09000027,Richmond upon Thames,Year ending Dec 2008,Sales,"2,412"
E09000028,Southwark,Year ending Dec 2008,Sales,"2,507"
E09000029,Sutton,Year ending Dec 2008,Sales,"2,397"
E09000030,Tower Hamlets,Year ending Dec 2008,Sales,"2,562"
E09000031,Waltham Forest,Year ending Dec 2008,Sales,"2,446"
E09000032,Wandsworth,Year ending Dec 2008,Sales,"3,997"
E09000033,Westminster,Year ending Dec 2008,Sales,"2,801"
E12000001,North East,Year ending Dec 2008,Sales,"30,523"
E12000002,North West,Year ending Dec 2008,Sales,"79,959"
E12000003,Yorkshire And The Humber,Year ending Dec 2008,Sales,"62,997"
E12000004,East Midlands,Year ending Dec 2008,Sales,"54,656"
E12000005,West Midlands,Year ending Dec 2008,Sales,"58,278"
E12000006,East of England,Year ending Dec 2008,Sales,"71,604"
E12000007,London,Year ending Dec 2008,Sales,"82,208"
E12000008,South East,Year ending Dec 2008,Sales,"110,011"
E12000009,South West,Year ending Dec 2008,Sales,"68,138"
E92000001,England,Year ending Dec 2008,Sales,"618,374"
W92000040,Wales,Year ending Dec 2008,Sales,"31,352"
K04000037,England And Wales,Year ending Dec 2008,Sales,"649,726"
E09000001,City of London,Year ending Mar 2009,Sales,107
E09000002,Barking and Dagenham,Year ending Mar 2009,Sales,"1,220"
E09000003,Barnet,Year ending Mar 2009,Sales,"2,901"
E09000004,Bexley,Year ending Mar 2009,Sales,"2,039"
E09000005,Brent,Year ending Mar 2009,Sales,"1,618"
E09000006,Bromley,Year ending Mar 2009,Sales,"3,217"
E09000007,Camden,Year ending Mar 2009,Sales,"1,831"
E09000008,Croydon,Year ending Mar 2009,Sales,"3,181"
E09000009,Ealing,Year ending Mar 2009,Sales,"2,167"
E09000010,Enfield,Year ending Mar 2009,Sales,"2,432"
E09000011,Greenwich,Year ending Mar 2009,Sales,"1,944"
E09000012,Hackney,Year ending Mar 2009,Sales,"1,458"
E09000013,Hammersmith and Fulham,Year ending Mar 2009,Sales,"1,359"
E09000014,Haringey,Year ending Mar 2009,Sales,"1,636"
E09000015,Harrow,Year ending Mar 2009,Sales,"1,827"
E09000016,Havering,Year ending Mar 2009,Sales,"2,104"
